text,clean_text,intent,source
Kira–kira kapan bisa diambil pak?,kirakira kapan bisa diambil pak,lainnya,real
bg bisa qris/tf nd?,bg bisa qristf nd,lainnya,real
Bise ambil mlm ni kn bg?,bise ambil mlm ni kn bg,lainnya,real
Pas Abang cek SSD nya dak Ade masalah ke bang kemarin,pas abang cek ssd nya dak ade masalah ke bang kemarin,lainnya,real
Kira–kira kapan bisa diambil pak?,kirakira kapan bisa diambil pak,lainnya,real
Tutup jam brp,tutup jam brp,lainnya,real
ohhhh,ohhhh,lainnya,real
Ok makasih infonya,ok makasih infonya,lainnya,real
bole minta no rek ny?,bole minta no rek ny,lainnya,real
Jadi kalau dengan cas ni 650 ya bg,jadi kalau dengan cas ni ya bg,lainnya,real
sore bentar yaa kak,sore bentar yaa kak,lainnya,real
"Duh, ternyata harga laptop baru gak beda jauh, gak jadi ya kak",duh ternyata harga laptop baru gak beda jauh gak jadi ya kak,lainnya,real
Klau yg baru berapa kak,klau yg baru berapa kak,lainnya,real
Di keluarin aja,di keluarin aja,lainnya,real
Yg ini bg kan nota nya,yg ini bg kan nota nya,lainnya,real
nanti saya ambil,nanti saya ambil,lainnya,real
Bisa diambil malam ini jam berapa ya paling malam?,bisa diambil malam ini jam berapa ya paling malam,lainnya,real
cm mau ambil file aj,cm mau ambil file aj,lainnya,real
kalak la bang insyaallah saye ngambek nye,kalak la bang insyaallah saye ngambek nye,lainnya,real
Agak sorean ya bang saya ambilnya,agak sorean ya bang saya ambilnya,lainnya,real
Lama sekali ke bang die?,lama sekali ke bang die,lainnya,real
Tokonya jam berapa tutup ya mba,tokonya jam berapa tutup ya mba,lainnya,real
Ngape wa nye nda bise di buka ke,ngape wa nye nda bise di buka ke,lainnya,real
"di Sini bisa Jual Laptop Seken,,",di sini bisa jual laptop seken,lainnya,real
Info aja bg kalau ada laptop yg harga 2 juta ya,info aja bg kalau ada laptop yg harga juta ya,lainnya,real
Ok,ok,lainnya,real
"Alah pening kmek ni bg mnde tu orng bajak wa, ngerase menang lh die kalau tau leptop saye ndk bise dipulihkan",alah pening kmek ni bg mnde tu orng bajak wa ngerase menang lh die kalau tau leptop saye ndk bise dipulihkan,lainnya,real
"sbnarnya cma takut hilang file nya, tp klo bsa sklian mau perbaiki juga",sbnarnya cma takut hilang file nya tp klo bsa sklian mau perbaiki juga,lainnya,real
makasih banyak yaa bangggg,makasih banyak yaa bangggg,lainnya,real
ok bg nnt bpk saya yg ambil,ok bg nnt bpk saya yg ambil,lainnya,real
bkn ini laptop yg lain,bkn ini laptop yg lain,lainnya,real
besok ye bang sya ambil,besok ye bang sya ambil,lainnya,real
Maaf bg mau tanya,maaf bg mau tanya,lainnya,real
Jd udh ndk bs d selamat kan lg laptopnya bng?,jd udh ndk bs d selamat kan lg laptopnya bng,lainnya,real
"baik, siang ini saya ambil..",baik siang ini saya ambil,lainnya,real
"Permisi bang,ni laptop sinyal nya lemot,trs wifi nya sering tersambung ulang,sering disconnect, padahall wifi saya pake di hp lancar""aja ntar sore bisa kah bang saya bawa laptop nya di sana,buat di seting""biar gak lemot Singal nya",permisi bangni laptop sinyal nya lemottrs wifi nya sering tersambung ulangsering disconnect padahall wifi saya pake di hp lancaraja ntar sore bisa kah bang saya bawa laptop nya di sanabuat di setingbiar gak lemot singal nya,lainnya,real
Permisi,permisi,lainnya,real
"Ok jadi bu, tolong dikerjain ya",ok jadi bu tolong dikerjain ya,lainnya,real
Kk,kk,lainnya,real
Bang udah di bayar abang saya ya,bang udah di bayar abang saya ya,lainnya,real
Jadi itu skrg bisa hidup ka bang masih?,jadi itu skrg bisa hidup ka bang masih,lainnya,real
Bg laptop nya sudah bisa kah?,bg laptop nya sudah bisa kah,lainnya,real
InsyaAllah besok sy ambil bg,insyaallah besok sy ambil bg,lainnya,real
Sistemnya langsung tunai atau bisa nyicil kak,sistemnya langsung tunai atau bisa nyicil kak,lainnya,real
Hari minggu buka ga tempat nya?,hari minggu buka ga tempat nya,lainnya,real
Selamat pagi.. Laptop saya udh di perbaiki kah,selamat pagi laptop saya udh di perbaiki kah,lainnya,real
yg hitam tu bagian kanan nd bs kah bang,yg hitam tu bagian kanan nd bs kah bang,lainnya,real
"Yaudah gpp kak, gak jadi diperbaiki",yaudah gpp kak gak jadi diperbaiki,lainnya,real
bg mau tanya leptop nya udh betul belum,bg mau tanya leptop nya udh betul belum,lainnya,real
"Baik, Tapi malam ini sudah selesaikan pak seperti kesepakatan kita tadi malam ?",baik tapi malam ini sudah selesaikan pak seperti kesepakatan kita tadi malam,lainnya,real
Mau nanya,mau nanya,lainnya,real
Yg kabel penyambung nye tdik tuu bang,yg kabel penyambung nye tdik tuu bang,lainnya,real
saya mau jual ssd,saya mau jual ssd,lainnya,real
Mungkin besok baru saya bisa ambil🙏🙏,mungkin besok baru saya bisa ambil,lainnya,real
"Siap, ditunggu infonya",siap ditunggu infonya,lainnya,real
Saya otw skng bg,saya otw skng bg,lainnya,real
500 nda bisa ya,nda bisa ya,lainnya,real
"Laptop saye ndk mau hidup bang
Setelah di restart die ndk mau idup
Tpi kipas nye bunyi nyaring",laptop saye ndk mau hidup bang setelah di restart die ndk mau idup tpi kipas nye bunyi nyaring,lainnya,real
G,g,lainnya,real
"Coba di instalkan windows 11 dulu bang, soalnya kata pemilik sebelumnya, sebelum dia reset ke windows 10 tu ga ada masalah",coba di instalkan windows dulu bang soalnya kata pemilik sebelumnya sebelum dia reset ke windows tu ga ada masalah,lainnya,real
"Waalaikumsalam, baik Bang, terimakasih Bang",waalaikumsalam baik bang terimakasih bang,lainnya,real
Laptopnya,laptopnya,lainnya,real
kira” brp ya bg btlkn ny,kira brp ya bg btlkn ny,lainnya,real
Ohhh baik lhh bng,ohhh baik lhh bng,lainnya,real
Ok tq,ok tq,lainnya,real
sipp,sipp,lainnya,real
Yang positif service yang kecil dulu bg🙏🏻,yang positif service yang kecil dulu bg,lainnya,real
Alaaa bangg,alaaa bangg,lainnya,real
Wait,wait,lainnya,real
Jdi yg disini hilang semua? Benar2 nd ada yg di backup?,jdi yg disini hilang semua benar nd ada yg di backup,lainnya,real
Semoga baik baik saja 🤲😅,semoga baik baik saja,lainnya,real
bg kirim no rek,bg kirim no rek,lainnya,real
jadi besok saya tinggal ambil aja,jadi besok saya tinggal ambil aja,lainnya,real
Iye bang,iye bang,lainnya,real
Laptopnya baru saya coba pakai pagi ini,laptopnya baru saya coba pakai pagi ini,lainnya,real
Ok,ok,lainnya,real
mf kk nnti aj,mf kk nnti aj,lainnya,real
min adakah ready laptop yang budgetnye 4-5 jutaan,min adakah ready laptop yang budgetnye jutaan,lainnya,real
Berapa semuanya ongkosnya bang,berapa semuanya ongkosnya bang,lainnya,real
1 ja si,ja si,lainnya,real
tanyak orng nya dlu ya,tanyak orng nya dlu ya,lainnya,real
"Sore kak, baik terimakasih kak saya konfirmasi dulu ya kak sama orang tua kalau laptopnya sudah selesai",sore kak baik terimakasih kak saya konfirmasi dulu ya kak sama orang tua kalau laptopnya sudah selesai,lainnya,real
ok,ok,lainnya,real
saya mau jual laptop,saya mau jual laptop,lainnya,real
sudah buka kah hari ini?,sudah buka kah hari ini,lainnya,real
Bearti masalah laptopnya di processor ya,bearti masalah laptopnya di processor ya,lainnya,real
Bisa di ambil kapan setelah smua di servis,bisa di ambil kapan setelah smua di servis,lainnya,real
Malam kak,malam kak,lainnya,real
"Katanya udh dibongkar BG, soalnya segelnya dh kebuka?",katanya udh dibongkar bg soalnya segelnya dh kebuka,lainnya,real
Iye bg,iye bg,lainnya,real
Ok,ok,lainnya,real
Sya pikir2 dlu bu,sya pikir dlu bu,lainnya,real
klo gnti brp bg,klo gnti brp bg,lainnya,real
"Hallo maaf kak, kalau ngambil sekarang bisa nggak kak?. Toko nya tutup jam berapa kak?",hallo maaf kak kalau ngambil sekarang bisa nggak kak toko nya tutup jam berapa kak,lainnya,real
Owalah,owalah,lainnya,real
Sore pak. Pasw 123456,sore pak pasw,lainnya,real
Udh ya bg,udh ya bg,lainnya,real
Bsok bsa ambil ya?,bsok bsa ambil ya,lainnya,real
Ini laptop black lagi ya. Bisa di setting lagi. Balik lagi ke awal ne,ini laptop black lagi ya bisa di setting lagi balik lagi ke awal ne,lainnya,real
jam berapa toko tutup,jam berapa toko tutup,lainnya,real
Klo gtu gmne la bg,klo gtu gmne la bg,lainnya,real
sip,sip,lainnya,real
"Mungkin blm  bisa hari ini Sy kesana bg, soalnya masih di kampung",mungkin blm bisa hari ini sy kesana bg soalnya masih di kampung,lainnya,real
besok jak kak,besok jak kak,lainnya,real
"Dia tu kek nda sesuai gitu, kita pencet apa munculnya apa, misal saya pencet huruf o dia langsung arahkan ke folder, trus pencet huruf lain, langsung new tab, pencet huruf lain lagi malah ke profil google, kek aneh gitu",dia tu kek nda sesuai gitu kita pencet apa munculnya apa misal saya pencet huruf o dia langsung arahkan ke folder trus pencet huruf lain langsung new tab pencet huruf lain lagi malah ke profil google kek aneh gitu,lainnya,real
Sye bwa ja dlu nngu kumpulkan uang bru cobe prbaiki,sye bwa ja dlu nngu kumpulkan uang bru cobe prbaiki,lainnya,real
Assalamualaikum warahmatullahi wabarokatuh,assalamualaikum warahmatullahi wabarokatuh,lainnya,real
Hrus instalnulang lagi la ye ?,hrus instalnulang lagi la ye,lainnya,real
Ade data pdf ga dstu?,ade data pdf ga dstu,lainnya,real
Owh Iya Bg,owh iya bg,lainnya,real
Bayarnya bisa qris ga?,bayarnya bisa qris ga,lainnya,real
bg ad biaya tambahan gk,bg ad biaya tambahan gk,lainnya,real
Saye bru balek dri ketapang soal ny bg,saye bru balek dri ketapang soal ny bg,lainnya,real
malam tutup jam berapa ya bang ?,malam tutup jam berapa ya bang,lainnya,real
Jdi bru ku bawa ke toko abg,jdi bru ku bawa ke toko abg,lainnya,real
udah ke bang laptop nya?,udah ke bang laptop nya,lainnya,real
frame masih kosong skrang ya bang,frame masih kosong skrang ya bang,lainnya,real
"Iya mas, dsini kondisi hujan",iya mas dsini kondisi hujan,lainnya,real
Ok,ok,lainnya,real
Ok tq.,ok tq,lainnya,real
"Siang bang, jumatan kah hr ini? Jm brp buka lagi?",siang bang jumatan kah hr ini jm brp buka lagi,lainnya,real
bg bise nda ye saye minta instal windows yg lama .. karne saye tak ngerti pake windows yg skrg malah jadi kek gaptek 🥲,bg bise nda ye saye minta instal windows yg lama karne saye tak ngerti pake windows yg skrg malah jadi kek gaptek,lainnya,real
"Yaudah gpp kak, gak jadi diperbaiki",yaudah gpp kak gak jadi diperbaiki,lainnya,real
Bg bisa downlond kan Canva kh,bg bisa downlond kan canva kh,lainnya,real
Hallo bg maaf mau tanya laptop yg ini gimna ya? Udah selesai blm ya?,hallo bg maaf mau tanya laptop yg ini gimna ya udah selesai blm ya,lainnya,real
Itu aja kah bg perbaikannya?,itu aja kah bg perbaikannya,lainnya,real
"Iya lah bang, nanti saya kesana 
Malam abng buka kah?",iya lah bang nanti saya kesana malam abng buka kah,lainnya,real
iya kak,iya kak,lainnya,real
Iye bang,iye bang,lainnya,real
Ok,ok,lainnya,real
Brp ye bang DP ny?,brp ye bang dp ny,lainnya,real
Waalaikumsalam,waalaikumsalam,lainnya,real
"Maaf bang mau tanya, laptop nya gimna ya bg?",maaf bang mau tanya laptop nya gimna ya bg,lainnya,real
Sepertinya semua bang,sepertinya semua bang,lainnya,real
Laptopnyaa gimna ya bg?,laptopnyaa gimna ya bg,lainnya,real
Ohh baik lahh bang,ohh baik lahh bang,lainnya,real
Bisa tf dana nd bang,bisa tf dana nd bang,lainnya,real
kena brp bg biaya ny,kena brp bg biaya ny,lainnya,real
Sya pikir2 dlu bang,sya pikir dlu bang,lainnya,real
Nggak bisa ya berarti,nggak bisa ya berarti,lainnya,real
Besok bukak jam berapa Bg,besok bukak jam berapa bg,lainnya,real
Saya belum ambil bg,saya belum ambil bg,lainnya,real
bang jam berapa tutup ?,bang jam berapa tutup,lainnya,real
Coba sore di cek lagi ya.,coba sore di cek lagi ya,lainnya,real
bg hubungi ini ya,bg hubungi ini ya,lainnya,real
bang kok laptop saya gamau nyala lagi ya,bang kok laptop saya gamau nyala lagi ya,lainnya,real
keyboard nya,keyboard nya,lainnya,real
Owh ok Bang,owh ok bang,lainnya,real
permisi kakk,permisi kakk,lainnya,real
Aku ambil aja bang,aku ambil aja bang,lainnya,real
Oke bg,oke bg,setuju,real
Okey bg,okey bg,setuju,real
Okey bg bntr lagi saya kesana,okey bg bntr lagi saya kesana,setuju,real
oke nnti saya bawa,oke nnti saya bawa,setuju,real
oke bg,oke bg,setuju,real
oke bg,oke bg,setuju,real
Oke bang,oke bang,setuju,real
Okeey min,okeey min,setuju,real
oalahh oke deh min,oalahh oke deh min,setuju,real
"🔄 *Pesan pengingat agar nomormu aman*

Pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi IM3. Informasi dan layanan isi ulang pulsa dapat diakses langsung lewat IM3 WhatsApp.

Klik *Isi Pulsa* untuk melanjutkan.",pesan pengingat agar nomormu aman pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi im informasi dan layanan isi ulang pulsa dapat diakses langsung lewat im whatsapp klik isi pulsa untuk melanjutkan,setuju,real
"🔄 *Pesan pengingat agar nomormu aman*

Pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi IM3. Informasi dan layanan isi ulang pulsa dapat diakses langsung lewat IM3 WhatsApp.

Klik *Isi Pulsa* untuk melanjutkan.",pesan pengingat agar nomormu aman pastikan pulsa kamu selalu cukup untuk tetap menikmati koneksi im informasi dan layanan isi ulang pulsa dapat diakses langsung lewat im whatsapp klik isi pulsa untuk melanjutkan,setuju,real
oke kak terimakasi,oke kak terimakasi,setuju,real
okey bang terimakasih,okey bang terimakasih,setuju,real
"oke kak, thankyou",oke kak thankyou,setuju,real
kalau boleh tau buka dri jam brp bg?,kalau boleh tau buka dri jam brp bg,setuju,real
Oke bg,oke bg,setuju,real
Sian harapan ke dah ratinye selaing ganti masen,sian harapan ke dah ratinye selaing ganti masen,setuju,real
Oke bang hari ni saya datang ke store,oke bang hari ni saya datang ke store,setuju,real
Oke bang ntar sore saya ke sana,oke bang ntar sore saya ke sana,setuju,real
okey kak,okey kak,setuju,real
oke min,oke min,setuju,real
Oke bang lanjut perbaiki,oke bang lanjut perbaiki,setuju,real
Ooo gitu oke lah bang,ooo gitu oke lah bang,setuju,real
"boleh bang di betulkan aja, prosesnya cepat ga ya kira’?",boleh bang di betulkan aja prosesnya cepat ga ya kira,setuju,real
okee bang,okee bang,setuju,real
oke bang,oke bang,setuju,real
oke,oke,setuju,real
Oke baik Laksanakan,oke baik laksanakan,setuju,real
Oh oke siap laksanakan.,oh oke siap laksanakan,setuju,real
Oke bang,oke bang,setuju,real
"Selamat malam bang maaf sblmnya menganggu, saya mau nanya nih kenapa ya smart gesture scroll 2 fingers d laptop saya jd nda berfungsi ya semenjak di install ulang kemarin, awalnya saya pikir karena laptop saya belum tersambung k internet makanya ada instalan ny blm selesai, tapi setelah kemarin tersambung k internet dan saya cb² lihat di laman pengaturan nya ttp nda bisa berfungsi itu kenapa ya?",selamat malam bang maaf sblmnya menganggu saya mau nanya nih kenapa ya smart gesture scroll fingers d laptop saya jd nda berfungsi ya semenjak di install ulang kemarin awalnya saya pikir karena laptop saya belum tersambung k internet makanya ada instalan ny blm selesai tapi setelah kemarin tersambung k internet dan saya cb lihat di laman pengaturan nya ttp nda bisa berfungsi itu kenapa ya,setuju,real
Oke bg,oke bg,setuju,real
Oke bang saya jemput ke sana,oke bang saya jemput ke sana,setuju,real
oke bg,oke bg,setuju,real
"Oke bang, baru mau dichat padahal",oke bang baru mau dichat padahal,setuju,real
Bedanya di ganti sama servis apa nya bang,bedanya di ganti sama servis apa nya bang,setuju,real
oke bentar ya bang tanya bapak dulu,oke bentar ya bang tanya bapak dulu,setuju,real
kalau ganti keyboard nya berapa bang ?,kalau ganti keyboard nya berapa bang,setuju,real
nanti yaa bang bapak belum on soal nya nanti kamek konfirmasi abang kalau ganti keyboard nya juga,nanti yaa bang bapak belum on soal nya nanti kamek konfirmasi abang kalau ganti keyboard nya juga,setuju,real
"yang bagian mesin sama speker nya saja dulu bang kalau gitu ga buru” sih bang, nanti tunggu bapak on kamek kabarin abang ya, jangan servis dulu gapapa bang siapa tau nanti bapak suruh ganti juga kebybord nya jadi ga sering bongkar pasang",yang bagian mesin sama speker nya saja dulu bang kalau gitu ga buru sih bang nanti tunggu bapak on kamek kabarin abang ya jangan servis dulu gapapa bang siapa tau nanti bapak suruh ganti juga kebybord nya jadi ga sering bongkar pasang,setuju,real
okey bang nanti kamek konfir masi abang ya,okey bang nanti kamek konfir masi abang ya,setuju,real
oke bang boleh bang ganti keyboard nya juga,oke bang boleh bang ganti keyboard nya juga,setuju,real
iya bang besok ngambil nya boleh kah tapi kalau nanti malam uang nya cepat di tf kamek ambil nanti malam bang,iya bang besok ngambil nya boleh kah tapi kalau nanti malam uang nya cepat di tf kamek ambil nanti malam bang,setuju,real
oke bang makasih,oke bang makasih,setuju,real
oke bang,oke bang,setuju,real
bang kamek ambil nya  boleh kah atau sore kamis karna posisi lagi di mempawah bang ambik data lapangan,bang kamek ambil nya boleh kah atau sore kamis karna posisi lagi di mempawah bang ambik data lapangan,setuju,real
oh boleh bang kalau gitu yang penting data nya ga ilang bang,oh boleh bang kalau gitu yang penting data nya ga ilang bang,setuju,real
okey bang maaf ya bang,okey bang maaf ya bang,setuju,real
okey bang besok buka kah bang ? soal nya malam ni kamek balik pnk bang,okey bang besok buka kah bang soal nya malam ni kamek balik pnk bang,setuju,real
okey bang maaf ya bang besok pasti kamek ambil bang,okey bang maaf ya bang besok pasti kamek ambil bang,setuju,real
oke bang,oke bang,setuju,real
okey bang,okey bang,setuju,real
Oke bag,oke bag,setuju,real
Okee bang,okee bang,setuju,real
iyaa boleh bang,iyaa boleh bang,setuju,real
oke sore ya kak,oke sore ya kak,setuju,real
Kalau ganti keyboard brapa kak,kalau ganti keyboard brapa kak,setuju,real
Kalau ganti keyboard lama gak,kalau ganti keyboard lama gak,setuju,real
Ganti ajalah kak sekalian,ganti ajalah kak sekalian,setuju,real
Okeee kk nnti saya ambil leptop nya,okeee kk nnti saya ambil leptop nya,setuju,real
boleh katanya bg,boleh katanya bg,setuju,real
ganti katanya bg,ganti katanya bg,setuju,real
okee,okee,setuju,real
brp total ganti nya bg,brp total ganti nya bg,setuju,real
oke gas bg,oke gas bg,setuju,real
yauda ganti dlu aja bg,yauda ganti dlu aja bg,setuju,real
ganti bg,ganti bg,setuju,real
okee,okee,setuju,real
"Siang, oke",siang oke,setuju,real
Ndk jadi ganti aja kak,ndk jadi ganti aja kak,setuju,real
Salah kak maksudnya jangan ganti,salah kak maksudnya jangan ganti,setuju,real
Makanya saya tidak ganti kak,makanya saya tidak ganti kak,setuju,real
Ganti ssd 128 gak kurang lagi.,ganti ssd gak kurang lagi,setuju,real
Oke bangg,oke bangg,setuju,real
okeii bg,okeii bg,setuju,real
oke bg saya bawa ke sana,oke bg saya bawa ke sana,setuju,real
laptonya udh boleh diambil kah bg,laptonya udh boleh diambil kah bg,setuju,real
soalny tiap saya tinggl bntr laptop tu tibe” blue screen trs file ny tu terapus yg udh saya kerjakan,soalny tiap saya tinggl bntr laptop tu tibe blue screen trs file ny tu terapus yg udh saya kerjakan,setuju,real
oke bg,oke bg,setuju,real
okei bg terimakasih ya,okei bg terimakasih ya,setuju,real
Oke Bg,oke bg,setuju,real
Oke bg malam ya,oke bg malam ya,setuju,real
iyaa okeey,iyaa okeey,setuju,real
Oke bg saye infokan ke ibu saye dlu ye,oke bg saye infokan ke ibu saye dlu ye,setuju,real
Boleh bg,boleh bg,setuju,real
Oke bg info jak nanti ye,oke bg info jak nanti ye,setuju,real
Oke bg,oke bg,setuju,real
Oh oke sebentar ya,oh oke sebentar ya,setuju,real
Oke,oke,setuju,real
okee bangg,okee bangg,setuju,real
"*Program Cegah Stroke*
Jangan sepelekan tekanan darah tinggi berulang lebih dari 130/90mmhg disertai dengan nyeri kepala (migrain berulang) maupun pusing berputar (vertigo) atau ngambang (vertigo central) bila disertai dengan riwayat pandangan gelap atau berkunang kunang atau kesemutan (neuropati) artinya aliran darah ke otak kurang lancar (vertebrobasilar artery sindrome) gejala awal stroke.
Terlebih ada riwayat gula darah tinggi >150mg/dl (diabetes), segera konsultasi. Biaya GRATIS/ Seikhlasnya.",program cegah stroke jangan sepelekan tekanan darah tinggi berulang lebih dari mmhg disertai dengan nyeri kepala migrain berulang maupun pusing berputar vertigo atau ngambang vertigo central bila disertai dengan riwayat pandangan gelap atau berkunang kunang atau kesemutan neuropati artinya aliran darah ke otak kurang lancar vertebrobasilar artery sindrome gejala awal stroke terlebih ada riwayat gula darah tinggi mgdl diabetes segera konsultasi biaya gratis seikhlasnya,setuju,real
"Total semua segitu ya, Boleh. Terimakasih",total semua segitu ya boleh terimakasih,setuju,real
Okeoke,okeoke,setuju,real
agak malaman ya bang sy ngambilnya,agak malaman ya bang sy ngambilnya,setuju,real
"Oke lh bg, tapi itu kira2 matot atau casnya bg yg bermasalah kira2",oke lh bg tapi itu kira matot atau casnya bg yg bermasalah kira,setuju,real
jadi ganti pasta aja,jadi ganti pasta aja,setuju,real
brpaan kira kira gantinya tu bg,brpaan kira kira gantinya tu bg,setuju,real
itu ssdnya upgrade atau ganti yg sama kak,itu ssdnya upgrade atau ganti yg sama kak,setuju,real
oke baik bg,oke baik bg,setuju,real
"okeyy bangg, makasihh banyakk",okeyy bangg makasihh banyakk,setuju,real
okeyy,okeyy,setuju,real
udh tipis tu ap nye ye bg yg tipis klo boleh tau,udh tipis tu ap nye ye bg yg tipis klo boleh tau,setuju,real
klo mau ganti frame berape ye bg,klo mau ganti frame berape ye bg,setuju,real
untuk layarnye aman nd bg? abang udh cobe hidupin belum?,untuk layarnye aman nd bg abang udh cobe hidupin belum,setuju,real
emm oke bg makasi bg,emm oke bg makasi bg,setuju,real
kenak harga brp bang kalo ganti frame depan belakang,kenak harga brp bang kalo ganti frame depan belakang,setuju,real
aman lcd nya kan bang,aman lcd nya kan bang,setuju,real
oke bg makasi mungkin mingdep saye ambek laptopnye bg,oke bg makasi mungkin mingdep saye ambek laptopnye bg,setuju,real
Ganti aja bang,ganti aja bang,setuju,real
okey bang,okey bang,setuju,real
oke ka jam 4/5 ya saya ambil,oke ka jam ya saya ambil,setuju,real
boleh bang,boleh bang,setuju,real
"Waalaikumsallam bg, kalau ganti hardisk apakah file’dilaptop nya hilang bg",waalaikumsallam bg kalau ganti hardisk apakah filedilaptop nya hilang bg,setuju,real
Okei bg saya tanya orng rumah dulu nnti saya kabari lagii,okei bg saya tanya orng rumah dulu nnti saya kabari lagii,setuju,real
Iya bolehh bg instal ulang aja,iya bolehh bg instal ulang aja,setuju,real
Diskon dikit boleh pak?,diskon dikit boleh pak,setuju,real
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,real
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,real
"Ok sip, lanjut ganti nya bu",ok sip lanjut ganti nya bu,setuju,real
Diskon dikit boleh bang?,diskon dikit boleh bang,setuju,real
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,real
"Oke pak, jadi diperbaiki",oke pak jadi diperbaiki,setuju,real
Laptop nya boleh diambil kapan bu?,laptop nya boleh diambil kapan bu,setuju,real
"Ok sip, lanjut ganti nya kak",ok sip lanjut ganti nya kak,setuju,real
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,real
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,real
Laptop nya boleh diambil kapan bg?,laptop nya boleh diambil kapan bg,setuju,real
"Oke pak, jadi diperbaiki",oke pak jadi diperbaiki,setuju,real
"Boleh, kapan bisa selesai bu",boleh kapan bisa selesai bu,setuju,real
Laptop nya boleh diambil kapan bu?,laptop nya boleh diambil kapan bu,setuju,real
Laptop nya boleh diambil kapan bang?,laptop nya boleh diambil kapan bang,setuju,real
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,real
Diskon dikit boleh kak?,diskon dikit boleh kak,setuju,real
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,real
Diskon dikit boleh kak?,diskon dikit boleh kak,setuju,real
"Oke kak, jadi diperbaiki",oke kak jadi diperbaiki,setuju,real
Diskon dikit boleh bu?,diskon dikit boleh bu,setuju,real
"Ok sip, lanjut ganti nya bu",ok sip lanjut ganti nya bu,setuju,real
Diskon dikit boleh bg?,diskon dikit boleh bg,setuju,real
Laptop nya boleh diambil kapan bg?,laptop nya boleh diambil kapan bg,setuju,real
Laptop nya boleh diambil kapan kak?,laptop nya boleh diambil kapan kak,setuju,real
Boleh di tf,boleh di tf,setuju,real
"siang kak, mau tanya ganti baterai laptop dell inspiron 5405 bs ga ya",siang kak mau tanya ganti baterai laptop dell inspiron bs ga ya,setuju,real
okeii boleh yaa kak,okeii boleh yaa kak,setuju,real
tolong sampe bisa nyaman aman sentosa yaa kak🙏🏻,tolong sampe bisa nyaman aman sentosa yaa kak,setuju,real
"okei kak, besok kalo udh selesai.
Kabarin aja yaa kak, Terima Kasih",okei kak besok kalo udh selesai kabarin aja yaa kak terima kasih,setuju,real
"okei kak, nanti saya ambil kesitu yaa",okei kak nanti saya ambil kesitu yaa,setuju,real
Oke bang,oke bang,setuju,real
okey kak,okey kak,setuju,real
"soalnya kmrn pan juga kosong di tokoh nya cuman dipesankan sm storenya, sy pernah ganti pan nya di store kk",soalnya kmrn pan juga kosong di tokoh nya cuman dipesankan sm storenya sy pernah ganti pan nya di store kk,setuju,real
okey kak infokan saja ya,okey kak infokan saja ya,setuju,real
okey kak,okey kak,setuju,real
soalnya mau ngasih tau ortu kan ini diperbaiki jg yg layar hitamnya kan yg ga bisa tampil dn  ga diganti lcd yg baru jadi biar tau apa aja gt yg di ganti,soalnya mau ngasih tau ortu kan ini diperbaiki jg yg layar hitamnya kan yg ga bisa tampil dn ga diganti lcd yg baru jadi biar tau apa aja gt yg di ganti,setuju,real
"ooh oke"" kak perbaiki saja ya disitu nanti kl udh selesai kabarin",ooh oke kak perbaiki saja ya disitu nanti kl udh selesai kabarin,setuju,real
okey kak infokn kl sudah selesai diperbaiki,okey kak infokn kl sudah selesai diperbaiki,setuju,real
oke bg nanti diambil,oke bg nanti diambil,setuju,real
Waalaikumsalam oke bang,waalaikumsalam oke bang,setuju,real
soalnya cuman buat tugas jaa bang,soalnya cuman buat tugas jaa bang,setuju,real
okee mksih bang harganya sama atau beda bang,okee mksih bang harganya sama atau beda bang,setuju,real
okee makasihhh banggg,okee makasihhh banggg,setuju,real
Oke bang,oke bang,setuju,real
Oke bang,oke bang,setuju,real
okes siap bang,okes siap bang,setuju,real
Waalaikumussalam oke bang,waalaikumussalam oke bang,setuju,real
Oke bang,oke bang,setuju,real
Okee maksh bang nnti saye ambil,okee maksh bang nnti saye ambil,setuju,real
Okee kak saya ambil di hari jumat ya kak,okee kak saya ambil di hari jumat ya kak,setuju,real
Okee kak makasih infonya,okee kak makasih infonya,setuju,real
"Okela bang
Nnti saye kesitu klw udh nd ujan",okela bang nnti saye kesitu klw udh nd ujan,setuju,real
"Okela bang nanti saya pikirkan dulu 
Klo laptopnya disiitu dulu ndk apa kan bang?",okela bang nanti saya pikirkan dulu klo laptopnya disiitu dulu ndk apa kan bang,setuju,real
Oke bang,oke bang,setuju,real
Oke bang,oke bang,setuju,real
"Okey bang, ntar sore sye ambill",okey bang ntar sore sye ambill,setuju,real
Okee bang,okee bang,setuju,real
oke bang diambil mlm ini aja,oke bang diambil mlm ini aja,setuju,real
Oke gpp mas,oke gpp mas,setuju,real
Oke gppa mas,oke gppa mas,setuju,real
Oke makasih mas,oke makasih mas,setuju,real
