text,clean_text,intent,source
Potong 50 ribu bise lah ye bang?,potong ribu bise lah ye bang,lainnya,kuesioner_dialek
Iya,iya,lainnya,master_wa
SSD tu supaya nda ngeleg kah,ssd tu supaya nda ngeleg kah,lainnya,master_wa
bang bise beso ke ngambil laptobnya,bang bise beso ke ngambil laptobnya,lainnya,master_wa
Soalnya masih lemot skrg,soalnya masih lemot skrg,lainnya,master_wa
udh ga bisa dipake lg ya,udh ga bisa dipake lg ya,lainnya,master_wa
Usahakan lah minggu sudah selesai bisa gak min,usahakan lah minggu sudah selesai bisa gak min,lainnya,master_wa
Sama ini,sama ini,lainnya,master_wa
klo benerkn hardware kira” brp bg?,klo benerkn hardware kira brp bg,lainnya,master_wa
Kurang 100 ribu bise ndak min?,kurang ribu bise ndak min,lainnya,kuesioner_dialek
Nd bise kurang ke bang hargenye tu?,nd bise kurang ke bang hargenye tu,lainnya,kuesioner_dialek
Berapa biayanya bang?,berapa biayanya bang,lainnya,master_wa
Kalu malm bisa diambil ndk bang,kalu malm bisa diambil ndk bang,lainnya,master_wa
Yang patah tuu,yang patah tuu,lainnya,master_wa
mf kk nnti aj,mf kk nnti aj,lainnya,master_wa
"Soalnya dia klo buka file, atau mau ngetik di word suka loading lama bisa terbuka filenya",soalnya dia klo buka file atau mau ngetik di word suka loading lama bisa terbuka filenya,lainnya,master_wa
"Kalo emng udh nggak bisa dibetulkan biar saya ambil aja, udah lama juga",kalo emng udh nggak bisa dibetulkan biar saya ambil aja udah lama juga,lainnya,master_wa
laptop ny atas nama martilan,laptop ny atas nama martilan,lainnya,master_wa
Bang mun nak betolkan laptop kire-kire sampai jam berape?,bang mun nak betolkan laptop kirekire sampai jam berape,lainnya,kuesioner_dialek
Tutup jam berapa.,tutup jam berapa,lainnya,master_wa
Iye bang,iye bang,lainnya,master_wa
Abisnye berape lamak tu bang?,abisnye berape lamak tu bang,lainnya,kuesioner_dialek
Itu termasuk yang bermasalah pas mau di hidup kan itu kah bang?,itu termasuk yang bermasalah pas mau di hidup kan itu kah bang,lainnya,master_wa
Waalaikumsalam,waalaikumsalam,lainnya,master_wa
maaf bang laptop ny sy pakai jk dlu🙏🏻,maaf bang laptop ny sy pakai jk dlu,lainnya,master_wa
Waalalikumsalam.. ntar aja setelah magrib ya.. sekarang nanggung mau keluar🙏,waalalikumsalam ntar aja setelah magrib ya sekarang nanggung mau keluar,lainnya,master_wa
bg mau tanya leptop nya udh betul belum,bg mau tanya leptop nya udh betul belum,lainnya,master_wa
"Sore bang, saya jadi pesan baterai utk laptop Advan saya bang",sore bang saya jadi pesan baterai utk laptop advan saya bang,lainnya,master_wa
Kire-kire maseh bise ditunggu ndak bg?,kirekire maseh bise ditunggu ndak bg,lainnya,kuesioner_dialek
Lama lgi gk kk,lama lgi gk kk,lainnya,master_wa
Bang laptopnya aku ambil abis ini yaaak,bang laptopnya aku ambil abis ini yaaak,lainnya,master_wa
Iya kak,iya kak,lainnya,master_wa
Masih kosong bg,masih kosong bg,lainnya,master_wa
Gmn bng,gmn bng,lainnya,master_wa
"Bang izin bertanya kira"" Kapan selesai nya yaa?",bang izin bertanya kira kapan selesai nya yaa,lainnya,master_wa
bercak bercak nye nd bisa hilang ke bang,bercak bercak nye nd bisa hilang ke bang,lainnya,master_wa
Bang udah di bayar abang saya ya,bang udah di bayar abang saya ya,lainnya,master_wa
Nda bise kurang hargenye tu bang?,nda bise kurang hargenye tu bang,lainnya,kuesioner_dialek
saya otw kak,saya otw kak,lainnya,master_wa
bang bise download apk wa ke bg disinik,bang bise download apk wa ke bg disinik,lainnya,master_wa
Mau nanya,mau nanya,lainnya,master_wa
Pas abis dipakai kak,pas abis dipakai kak,lainnya,master_wa
File hilang nda kak instal nye,file hilang nda kak instal nye,lainnya,master_wa
brp kira2 biayanya,brp kira biayanya,lainnya,master_wa
"Terimakasihhhh bang, senin yang saya ambilll",terimakasihhhh bang senin yang saya ambilll,lainnya,master_wa
Tapi sekarang pas di cas ndk mau nyala BG laptop nya,tapi sekarang pas di cas ndk mau nyala bg laptop nya,lainnya,master_wa
takut data nya ilang,takut data nya ilang,lainnya,master_wa
Berapaan bng?,berapaan bng,lainnya,master_wa
malam ini saya ambil ya bg laptopnya,malam ini saya ambil ya bg laptopnya,lainnya,master_wa
Lama sekali ke bang die?,lama sekali ke bang die,lainnya,master_wa
Btr lg sy turun,btr lg sy turun,lainnya,master_wa
Abisnye berape lamak tu bang?,abisnye berape lamak tu bang,lainnya,kuesioner_dialek
Tutup smpai jam berapa bg,tutup smpai jam berapa bg,lainnya,master_wa
Bisa tf nda?,bisa tf nda,lainnya,master_wa
"Baik, terima kasih rinciannya. Kira-kira proses pengerjaannya memakan waktu berapa lama, ya?",baik terima kasih rinciannya kirakira proses pengerjaannya memakan waktu berapa lama ya,lainnya,kuesioner_dialek
jadi gmn kak udh ada konfirmasi dri jakarta kah berapa harganya?,jadi gmn kak udh ada konfirmasi dri jakarta kah berapa harganya,lainnya,master_wa
Harganye tak bise kurang sikit ke bg?,harganye tak bise kurang sikit ke bg,lainnya,kuesioner_dialek
sudah buka kah hari ini?,sudah buka kah hari ini,lainnya,master_wa
gmn ya,gmn ya,lainnya,master_wa
makasi ya bang,makasi ya bang,lainnya,master_wa
Mati lg laptopnya ni bang,mati lg laptopnya ni bang,lainnya,master_wa
nanti saya ambil,nanti saya ambil,lainnya,master_wa
permisi bg,permisi bg,lainnya,master_wa
Insyaallah malm sy ambil nya bang,insyaallah malm sy ambil nya bang,lainnya,master_wa
Bise nego ndak bang?,bise nego ndak bang,lainnya,kuesioner_dialek
Iya bang,iya bang,lainnya,master_wa
"Iya kak jadi, penting bisa dipake lagi",iya kak jadi penting bisa dipake lagi,lainnya,master_wa
kdg di kasur si bg,kdg di kasur si bg,lainnya,master_wa
Terima kasih bg,terima kasih bg,lainnya,master_wa
Tq,tq,lainnya,master_wa
selaen perbaikan laptop ade tukar tambah ndak bang?,selaen perbaikan laptop ade tukar tambah ndak bang,lainnya,kuesioner_dialek
Itu ada disitu filenya,itu ada disitu filenya,lainnya,master_wa
"800, bisa nd bang",bisa nd bang,lainnya,kuesioner_dialek
assalamualaikum bang.. ini masih ad garansi servis gak? Soalnya laptop saya mati lagi tiba tiba gamau hidup..,assalamualaikum bang ini masih ad garansi servis gak soalnya laptop saya mati lagi tiba tiba gamau hidup,lainnya,master_wa
udh tdi ga hidup juga,udh tdi ga hidup juga,lainnya,master_wa
brp lama,brp lama,lainnya,master_wa
jadi gmna tu bg,jadi gmna tu bg,lainnya,master_wa
"Kalo misalnye besok, jam berape bise saye ambek?",kalo misalnye besok jam berape bise saye ambek,lainnya,kuesioner_dialek
Alamat lengkapnye di jalan ape ye bang?,alamat lengkapnye di jalan ape ye bang,lainnya,kuesioner_dialek
malam kak,malam kak,lainnya,master_wa
tokooo tutup jam brpaa yaa minn,tokooo tutup jam brpaa yaa minn,lainnya,kuesioner_dialek
Bise tawar ndak bang hargenye?,bise tawar ndak bang hargenye,lainnya,kuesioner_dialek
Malam ini bisa ya?,malam ini bisa ya,lainnya,master_wa
sekarang di coba lgi gamau idup,sekarang di coba lgi gamau idup,lainnya,master_wa
Jdi yg disini hilang semua? Benar2 nd ada yg di backup?,jdi yg disini hilang semua benar nd ada yg di backup,lainnya,master_wa
biarr jakkk,biarr jakkk,lainnya,master_wa
SULISTIA123,sulistia,lainnya,master_wa
Info bg kapan bisa ambil😊,info bg kapan bisa ambil,lainnya,master_wa
Bise kureng ke bg hargenye tu?,bise kureng ke bg hargenye tu,lainnya,kuesioner_dialek
iya bang ndapapa bang,iya bang ndapapa bang,lainnya,master_wa
"gerak bang, hanye kiri kanannye nd bise di tekan",gerak bang hanye kiri kanannye nd bise di tekan,lainnya,master_wa
Siang buka kah,siang buka kah,lainnya,master_wa
Duetnya tak cukup bang .,duetnya tak cukup bang,lainnya,master_wa
kalo skrg dah tutup ke bg?,kalo skrg dah tutup ke bg,lainnya,master_wa
tokooo tutup jam brpaa yaa minn,tokooo tutup jam brpaa yaa minn,lainnya,kuesioner_dialek
Hari ini tutup jam brp bg,hari ini tutup jam brp bg,lainnya,master_wa
"Coba di instalkan windows 11 dulu bang, soalnya kata pemilik sebelumnya, sebelum dia reset ke windows 10 tu ga ada masalah",coba di instalkan windows dulu bang soalnya kata pemilik sebelumnya sebelum dia reset ke windows tu ga ada masalah,lainnya,master_wa
touchscreen sm keyboard brarti ya,touchscreen sm keyboard brarti ya,lainnya,master_wa
Touchscreen bang,touchscreen bang,lainnya,master_wa
kire² sampai  jam berape lah  bg krne mo makai,kire sampai jam berape lah bg krne mo makai,lainnya,master_wa
Ndk bsa kek biasanye gtu ke,ndk bsa kek biasanye gtu ke,lainnya,master_wa
tanyak orng nya dlu ya,tanyak orng nya dlu ya,lainnya,master_wa
"Skrg bisa hidup ka bang
Saya mau buka sbntr",skrg bisa hidup ka bang saya mau buka sbntr,lainnya,master_wa
Ade endk kabel nye jual,ade endk kabel nye jual,lainnya,master_wa
min bisa instal spss?,min bisa instal spss,lainnya,master_wa
ad ongkos lain kah bang pas pengambilan,ad ongkos lain kah bang pas pengambilan,lainnya,master_wa
Saya otw ya mas,saya otw ya mas,lainnya,master_wa
"Pagi min, mau tanya kalau service laptop rusak lcd nya berapa ya biayanya?",pagi min mau tanya kalau service laptop rusak lcd nya berapa ya biayanya,lainnya,master_wa
"Baik, terima kasih rinciannya. Kira-kira proses pengerjaannya memakan waktu berapa lama, ya?",baik terima kasih rinciannya kirakira proses pengerjaannya memakan waktu berapa lama ya,lainnya,kuesioner_dialek
Bise kureng ke bg hargenye tu?,bise kureng ke bg hargenye tu,lainnya,kuesioner_dialek
ly042213 bang,ly bang,lainnya,master_wa
saya mau jual ssd,saya mau jual ssd,lainnya,master_wa
SDH beres y,sdh beres y,lainnya,master_wa
Malam bg,malam bg,lainnya,master_wa
Ini laptop black lagi ya. Bisa di setting lagi. Balik lagi ke awal ne,ini laptop black lagi ya bisa di setting lagi balik lagi ke awal ne,lainnya,master_wa
"assalamu'alaikum bg, laptop saya bermasalaj lgi tiap mau ngidupkanya dia itu harus pakai cas🙏🏻",assalamualaikum bg laptop saya bermasalaj lgi tiap mau ngidupkanya dia itu harus pakai cas,lainnya,master_wa
smlm masih bisa,smlm masih bisa,lainnya,master_wa
Klw pengecas berapa bng,klw pengecas berapa bng,lainnya,master_wa
nd bg,nd bg,lainnya,master_wa
"800, bisa nd bang",bisa nd bang,lainnya,kuesioner_dialek
Nanti dulu ya kak saya cari gojek dulu,nanti dulu ya kak saya cari gojek dulu,lainnya,master_wa
jadi gmn bg udh di periksa kah laptopnya?,jadi gmn bg udh di periksa kah laptopnya,lainnya,master_wa
Bg,bg,lainnya,master_wa
waalaikumsalam,waalaikumsalam,lainnya,master_wa
400 kan bg?,kan bg,lainnya,master_wa
bg ada jual cas laptop nda,bg ada jual cas laptop nda,lainnya,master_wa
kapan ya bnag baru selesai,kapan ya bnag baru selesai,lainnya,kuesioner_dialek
Maaf bg mau tanya,maaf bg mau tanya,lainnya,master_wa
"Bang, tutup jam 9 pas ke atau bise lebeh?",bang tutup jam pas ke atau bise lebeh,lainnya,kuesioner_dialek
min blm kah ini?,min blm kah ini,lainnya,master_wa
kak udh bisa diambil blm laptopnya???,kak udh bisa diambil blm laptopnya,lainnya,master_wa
Apk Nya terapus semua nda bang,apk nya terapus semua nda bang,lainnya,master_wa
sore bentar yaa kak,sore bentar yaa kak,lainnya,master_wa
Jujur angkanya sedikit di atas anggaran yang saya siapkan. Apakah masih ada ruang untuk diskon atau negosiasi harga,jujur angkanya sedikit di atas anggaran yang saya siapkan apakah masih ada ruang untuk diskon atau negosiasi harga,lainnya,kuesioner_dialek
Alamat lengkapnye di jalan ape ye bang?,alamat lengkapnye di jalan ape ye bang,lainnya,kuesioner_dialek
Bang,bang,lainnya,master_wa
tes,tes,lainnya,master_wa
Ndk ade saye buka agik setelah die pegangnye,ndk ade saye buka agik setelah die pegangnye,lainnya,master_wa
hari ini bs ambil?,hari ini bs ambil,lainnya,master_wa
tiba-tiba jak bang,tibatiba jak bang,lainnya,master_wa
Tolong dibersihkan bagian dalam ya.,tolong dibersihkan bagian dalam ya,lainnya,master_wa
Bisa kurang gak kak?,bisa kurang gak kak,lainnya,master_wa
Bisa kurang gak bu?,bisa kurang gak bu,lainnya,master_wa
Bisa kurang gak bu?,bisa kurang gak bu,lainnya,master_wa
Saya bawa,saya bawa,lainnya,master_wa
Ndk tau juga si bg,ndk tau juga si bg,lainnya,master_wa
Iye bng,iye bng,lainnya,master_wa
buka sampai jam brp min,buka sampai jam brp min,lainnya,kuesioner_dialek
nd lama jg pke laptop itu bg,nd lama jg pke laptop itu bg,lainnya,master_wa
Kosong bg,kosong bg,lainnya,master_wa
klo gnti brp bg,klo gnti brp bg,lainnya,master_wa
iya kak,iya kak,lainnya,master_wa
3 kali dh😂,kali dh,lainnya,master_wa
Jadi itu skrg bisa hidup ka bang masih?,jadi itu skrg bisa hidup ka bang masih,lainnya,master_wa
Klw betulin semua sama baterai berapa bng,klw betulin semua sama baterai berapa bng,lainnya,master_wa
"Gak jadi bg, uangnya mau dipake keperluan lain dlu",gak jadi bg uangnya mau dipake keperluan lain dlu,lainnya,master_wa
"Waalaikumsalam, biarin jak bg,biayanya trllu besar,nnti klo turun,sy ambil",waalaikumsalam biarin jak bgbiayanya trllu besarnnti klo turunsy ambil,lainnya,master_wa
Nda bise kurang hargenye tu bang?,nda bise kurang hargenye tu bang,lainnya,kuesioner_dialek
Habis berapa itu bg klo di total,habis berapa itu bg klo di total,lainnya,master_wa
siang bg jadi gmn bg laptop nya?,siang bg jadi gmn bg laptop nya,lainnya,master_wa
Soalnya Kalu sore ini masih ad kegiatan,soalnya kalu sore ini masih ad kegiatan,lainnya,master_wa
Iya bang,iya bang,lainnya,master_wa
Kak apakah habis jumat slesai,kak apakah habis jumat slesai,lainnya,master_wa
Bise nego sikit ke bg biar pas gitu hargenye?,bise nego sikit ke bg biar pas gitu hargenye,lainnya,kuesioner_dialek
Ndk bisa 300 kh ndk ush garansi soalnya sbntar lg sya plg ke sintang,ndk bisa kh ndk ush garansi soalnya sbntar lg sya plg ke sintang,lainnya,master_wa
Bisa nda DVD nya tu,bisa nda dvd nya tu,lainnya,master_wa
Jam berape saye bise ke toko bang?,jam berape saye bise ke toko bang,lainnya,kuesioner_dialek
Hargenye bise turun sikit ndak min?,hargenye bise turun sikit ndak min,lainnya,kuesioner_dialek
Bang ada jual laptop harga 2 jutaan gk,bang ada jual laptop harga jutaan gk,lainnya,master_wa
Jadinya berapa bang ..klau nambah banyak ndk tu bang .,jadinya berapa bang klau nambah banyak ndk tu bang,lainnya,master_wa
Bg kureng sikit bise lah ye?,bg kureng sikit bise lah ye,lainnya,kuesioner_dialek
jauh bgt kak kalau bolak balik😭,jauh bgt kak kalau bolak balik,lainnya,master_wa
Yg ini bg kan nota nya,yg ini bg kan nota nya,lainnya,master_wa
habis margrib bise kah kamek ambek e ?,habis margrib bise kah kamek ambek e,lainnya,master_wa
Di laptop saya gamau,di laptop saya gamau,lainnya,master_wa
Klo gtu gmne la bg,klo gtu gmne la bg,lainnya,master_wa
Bg lokasi tokonye bise di shareloc ndak?,bg lokasi tokonye bise di shareloc ndak,lainnya,kuesioner_dialek
Nnti klu pas kponakan sya kluar sya sruh ambil,nnti klu pas kponakan sya kluar sya sruh ambil,lainnya,master_wa
File yg semua di download kmren,file yg semua di download kmren,lainnya,master_wa
udah ke bang laptop nya?,udah ke bang laptop nya,lainnya,master_wa
sy otw store bg,sy otw store bg,lainnya,master_wa
Dah same solder balek ke tuh bang?,dah same solder balek ke tuh bang,lainnya,master_wa
maaf kak keyboard ny yg di bawah 550 ribu ada ndak ya kak🙏🏼,maaf kak keyboard ny yg di bawah ribu ada ndak ya kak,lainnya,master_wa
"Klo untuk cas kadang masuk kadang enggak itu gimana Bang, dr Laptopnya atau casannya yg rusak?",klo untuk cas kadang masuk kadang enggak itu gimana bang dr laptopnya atau casannya yg rusak,lainnya,master_wa
Pas 600 bise ke bang?,pas bise ke bang,lainnya,kuesioner_dialek
Terima kasih bang 🙏🏻,terima kasih bang,lainnya,master_wa
Skripsi sih bg,skripsi sih bg,lainnya,master_wa
"Waalaikumsalam, tutup jam berapa bang",waalaikumsalam tutup jam berapa bang,lainnya,master_wa
jdi total nya brp bg,jdi total nya brp bg,lainnya,master_wa
Gmna cra nya bg biar dia bsa wifi,gmna cra nya bg biar dia bsa wifi,lainnya,master_wa
Yg gak bisa apa2 jak kak,yg gak bisa apa jak kak,lainnya,master_wa
kira-kira udahnya berapa lama ni kak?,kirakira udahnya berapa lama ni kak,lainnya,kuesioner_dialek
Tak bisa kurang LG k,tak bisa kurang lg k,lainnya,master_wa
bang laptop saya belum kah,bang laptop saya belum kah,lainnya,master_wa
Ohh iya makasih kak,ohh iya makasih kak,lainnya,master_wa
Tapi bole gak di cek kan dlu,tapi bole gak di cek kan dlu,lainnya,master_wa
bg laptopnya blue screen lagi,bg laptopnya blue screen lagi,lainnya,master_wa
Garansi endk Bg,garansi endk bg,lainnya,master_wa
"Nah itu saya nda tau,
Itu dilihat nya darimna?",nah itu saya nda tau itu dilihat nya darimna,lainnya,master_wa
Bise kurang agik ndak pak dari 800 tu?,bise kurang agik ndak pak dari tu,lainnya,kuesioner_dialek
Bg waktu itu kan reset leptop kate abg masih bise pulihkan,bg waktu itu kan reset leptop kate abg masih bise pulihkan,lainnya,master_wa
"rabu udah bisa betul blm bang, soalnya saya mau uts sorenya pake laptop",rabu udah bisa betul blm bang soalnya saya mau uts sorenya pake laptop,lainnya,master_wa
kak ada jual kabel penghubung ssd ke laptop nggak?,kak ada jual kabel penghubung ssd ke laptop nggak,lainnya,master_wa
die ad qr ny bg,die ad qr ny bg,lainnya,master_wa
Klo udh ke baca info ye bg,klo udh ke baca info ye bg,lainnya,master_wa
"Oiya kk, sore nya jam berapa ya?",oiya kk sore nya jam berapa ya,lainnya,master_wa
"Cobe abg tolong chat gini ke saye bilang, bise dipulihkan file tu",cobe abg tolong chat gini ke saye bilang bise dipulihkan file tu,lainnya,master_wa
iya kak laptop nya yg lenovo thiknpad ya kak atas nama Emil,iya kak laptop nya yg lenovo thiknpad ya kak atas nama emil,lainnya,master_wa
nanti sore saya ambil laptop nya,nanti sore saya ambil laptop nya,lainnya,master_wa
Betulkan bg atas nama Uray raysa anjiza,betulkan bg atas nama uray raysa anjiza,lainnya,master_wa
frame masih kosong skrang ya bang,frame masih kosong skrang ya bang,lainnya,master_wa
Kira–kira kapan bisa diambil pak?,kirakira kapan bisa diambil pak,lainnya,master_wa
Saya belum ambil bg,saya belum ambil bg,lainnya,master_wa
"800, bisa nd bang",bisa nd bang,lainnya,kuesioner_dialek
bole kak perkiraan kapan selesai kk,bole kak perkiraan kapan selesai kk,lainnya,master_wa
"Siang bang, jumatan kah hr ini? Jm brp buka lagi?",siang bang jumatan kah hr ini jm brp buka lagi,lainnya,master_wa
Nanti saya ambil labtob nya,nanti saya ambil labtob nya,lainnya,master_wa
Bayarnya bisa qris ga?,bayarnya bisa qris ga,lainnya,master_wa
Bg ngerjakannya berape jam tu?,bg ngerjakannya berape jam tu,lainnya,kuesioner_dialek
Bg,bg,lainnya,master_wa
jadi supaya bisa masuk ke windows nya harus di install ulang ya kak,jadi supaya bisa masuk ke windows nya harus di install ulang ya kak,lainnya,master_wa
Bang mun nak betolkan laptop kire-kire sampai jam berape?,bang mun nak betolkan laptop kirekire sampai jam berape,lainnya,kuesioner_dialek
file nya ga ilang kan bang?,file nya ga ilang kan bang,lainnya,master_wa
Jadi emg nd bise sme sekali lh ni ye bang?,jadi emg nd bise sme sekali lh ni ye bang,lainnya,master_wa
bisa dibetulkan ndak tu bang?,bisa dibetulkan ndak tu bang,lainnya,master_wa
Oh gitu kak. Btw kalau jual laptop bekas disini bisa gak kak?,oh gitu kak btw kalau jual laptop bekas disini bisa gak kak,lainnya,master_wa
Iya bng siap,iya bng siap,lainnya,master_wa
"di Sini bisa Jual Laptop Seken,,",di sini bisa jual laptop seken,lainnya,master_wa
Bisa tf dana nd bang,bisa tf dana nd bang,lainnya,master_wa
450 bise ndak bang? Paskan jak lah,bise ndak bang paskan jak lah,lainnya,kuesioner_dialek
hari ini buka kah bang?,hari ini buka kah bang,lainnya,master_wa
itu perlu diinstal ga,itu perlu diinstal ga,lainnya,master_wa
Habis Isya masih buka ndak Bg?,habis isya masih buka ndak bg,lainnya,master_wa
tungguu yaa bang saya nanya orang tua duluu,tungguu yaa bang saya nanya orang tua duluu,lainnya,master_wa
bebas min,bebas min,lainnya,master_wa
Bise potong harga ndak pak?,bise potong harga ndak pak,lainnya,kuesioner_dialek
Berapa lama biasenye ngerjekan itu bang?,berapa lama biasenye ngerjekan itu bang,lainnya,kuesioner_dialek
"Nanti aja dlu bu, blm ada uang",nanti aja dlu bu blm ada uang,lainnya,master_wa
"siap bang,nanti saya kesana,bisa transfer ga ya?",siap bangnanti saya kesanabisa transfer ga ya,lainnya,master_wa
Siapa,siapa,lainnya,master_wa
Nd maksud nye purak2 bilang bise,nd maksud nye purak bilang bise,lainnya,master_wa
kmrn 450 ya bg keyboard ny?,kmrn ya bg keyboard ny,lainnya,master_wa
Bang mun nak betolkan laptop kire-kire sampai jam berape?,bang mun nak betolkan laptop kirekire sampai jam berape,lainnya,kuesioner_dialek
Bise kurang ndk bang?,bise kurang ndk bang,lainnya,master_wa
bentar kk saya mikir bntarr,bentar kk saya mikir bntarr,lainnya,master_wa
Sya pikir2 dlu pak,sya pikir dlu pak,lainnya,master_wa
Owh iya bang,owh iya bang,lainnya,master_wa
waduh,waduh,lainnya,master_wa
kalau pakai mouse bisa,kalau pakai mouse bisa,lainnya,master_wa
Lamak ndak bg prosesnye?,lamak ndak bg prosesnye,lainnya,kuesioner_dialek
Kurang 50 bise ndak min?,kurang bise ndak min,lainnya,kuesioner_dialek
Ad solusi lain ndk bg,ad solusi lain ndk bg,lainnya,master_wa
Bise nego ndak bang?,bise nego ndak bang,lainnya,kuesioner_dialek
Makasii bnyk ya bg🙏🏻,makasii bnyk ya bg,lainnya,master_wa
"Mba, laptopnya udah selsau ngk ya?",mba laptopnya udah selsau ngk ya,lainnya,master_wa
bang pembayaran nya bisa tf ga,bang pembayaran nya bisa tf ga,lainnya,master_wa
Kirim nmr reknya bg,kirim nmr reknya bg,lainnya,master_wa
Mau di jdikn harddisk keluar,mau di jdikn harddisk keluar,lainnya,master_wa
Gitu ya bang jadi bang lep top nya ndk bisa di betul kan??,gitu ya bang jadi bang lep top nya ndk bisa di betul kan,lainnya,master_wa
Done ya bg,done ya bg,lainnya,master_wa
kk gmn apa sudah ad infonya?,kk gmn apa sudah ad infonya,lainnya,master_wa
Terus itu gimna ya bang,terus itu gimna ya bang,lainnya,master_wa
tutup jam berape tapinye bang soalnye kamek balek malam,tutup jam berape tapinye bang soalnye kamek balek malam,lainnya,master_wa
"kan kemarin abg bilang buat bagi penyimpanan nya juga ke data D, tapi data D juga ada disitu ngaruh gak kira2 ke penyimpanan local disk C nya?",kan kemarin abg bilang buat bagi penyimpanan nya juga ke data d tapi data d juga ada disitu ngaruh gak kira ke penyimpanan local disk c nya,lainnya,master_wa
Siang. Sore ya bang saya ngambil leptopnya,siang sore ya bang saya ngambil leptopnya,lainnya,master_wa
"Alaa bang kenpa nda di bilang kemarin kalau nd bisa, ada beberapa file penting belum di pindah ke D, saya kira backup data semua bisa di pindah ke D🥲",alaa bang kenpa nda di bilang kemarin kalau nd bisa ada beberapa file penting belum di pindah ke d saya kira backup data semua bisa di pindah ke d,lainnya,master_wa
Bise tawar ndak bang hargenye?,bise tawar ndak bang hargenye,lainnya,kuesioner_dialek
"Gak jadi bang, uangnya mau dipake keperluan lain dlu",gak jadi bang uangnya mau dipake keperluan lain dlu,lainnya,master_wa
Baterai e ndk ngpe2 ke bng,baterai e ndk ngpe ke bng,lainnya,master_wa
Windos nya mati.klw bisa hidupkan bng,windos nya matiklw bisa hidupkan bng,lainnya,master_wa
buka smpe jamber bg,buka smpe jamber bg,lainnya,master_wa
Kalo ari minggu kitak bukak ndak bang?,kalo ari minggu kitak bukak ndak bang,lainnya,kuesioner_dialek
jadi biaya nya 700 kan bang ?,jadi biaya nya kan bang,lainnya,master_wa
Halo untuk hargenye bise nd ye bang dikurang kurang lagi. karne saye kire kerusakan di lcd nye nda separah itu. mohon pengertiannye bang,halo untuk hargenye bise nd ye bang dikurang kurang lagi karne saye kire kerusakan di lcd nye nda separah itu mohon pengertiannye bang,lainnya,kuesioner_dialek
Hallo bang,hallo bang,lainnya,master_wa
bagian mesinnya yang bermasalah apa ya bang?,bagian mesinnya yang bermasalah apa ya bang,lainnya,master_wa
Iye bang,iye bang,lainnya,master_wa
Bg,bg,lainnya,master_wa
Intinya leptop tu bang yang bermasalah awalnya cuma mau ngidupin nya jak sulit kadang langusng hidup kadang harus di buka tutup-buka tutup dulu baru hidup kata abng saya,intinya leptop tu bang yang bermasalah awalnya cuma mau ngidupin nya jak sulit kadang langusng hidup kadang harus di buka tutupbuka tutup dulu baru hidup kata abng saya,lainnya,master_wa
"Bang, tutup jam 9 pas ke atau bise lebeh?",bang tutup jam pas ke atau bise lebeh,lainnya,kuesioner_dialek
Jadi semua total berapa bng,jadi semua total berapa bng,lainnya,master_wa
Brrti untuk yg engselnya gak bisa di apa apa in ya?,brrti untuk yg engselnya gak bisa di apa apa in ya,lainnya,master_wa
TF kmn bang,tf kmn bang,lainnya,master_wa
itu ngaruh ke lcd bang?,itu ngaruh ke lcd bang,lainnya,master_wa
Ada garansi kah bg,ada garansi kah bg,lainnya,master_wa
Siang bg,siang bg,lainnya,master_wa
permisi kakk,permisi kakk,lainnya,master_wa
"Alhamdulillah, cepat sekali bg, saya mungkin belum ambilnya bg, nanti pas mau ambil saya kabarin",alhamdulillah cepat sekali bg saya mungkin belum ambilnya bg nanti pas mau ambil saya kabarin,lainnya,master_wa
"waalaikumsalam, bise qris atau tf kh nnti byr ny min",waalaikumsalam bise qris atau tf kh nnti byr ny min,lainnya,master_wa
Bolee bang,bolee bang,lainnya,master_wa
mana loksasi min,mana loksasi min,lainnya,kuesioner_dialek
Test bang,test bang,lainnya,master_wa
Ini bg,ini bg,lainnya,master_wa
Pak estimasi beresnye kire-kire lamak tak?,pak estimasi beresnye kirekire lamak tak,lainnya,kuesioner_dialek
Yg ini berharga bg,yg ini berharga bg,lainnya,master_wa
klo cas laptop acer berapa,klo cas laptop acer berapa,lainnya,master_wa
Bisa kurang gak bang?,bisa kurang gak bang,lainnya,master_wa
Iya bg udh di pindahin,iya bg udh di pindahin,lainnya,master_wa
Ao nanti sore saya ambil,ao nanti sore saya ambil,lainnya,master_wa
Iya nanti kasi tau aja ya kak kalau udah selesai,iya nanti kasi tau aja ya kak kalau udah selesai,lainnya,master_wa
Berapa lama Bg,berapa lama bg,lainnya,master_wa
Itulah,itulah,lainnya,master_wa
di meja bg,di meja bg,lainnya,master_wa
Tapi saya usahain malam ini kalau bs,tapi saya usahain malam ini kalau bs,lainnya,master_wa
Kurang 100 ribu bise ndak min?,kurang ribu bise ndak min,lainnya,kuesioner_dialek
Bang ko labtob nya ga hidup??,bang ko labtob nya ga hidup,lainnya,master_wa
"Baru gitu kah bg depannya, nda pakai yang patah itu lagi ya bg",baru gitu kah bg depannya nda pakai yang patah itu lagi ya bg,lainnya,master_wa
Kalau dipakai sambil dicas gimana bang?,kalau dipakai sambil dicas gimana bang,lainnya,master_wa
Nanti saya ambil,nanti saya ambil,lainnya,master_wa
bsk bisa kh diambil?,bsk bisa kh diambil,lainnya,master_wa
