text,clean_text,intent,source
Intinya leptop tu bang yang bermasalah awalnya cuma mau ngidupin nya jak sulit kadang langusng hidup kadang harus di buka tutup-buka tutup dulu baru hidup kata abng saya,intinya leptop tu bang yang bermasalah awalnya cuma mau ngidupin nya jak sulit kadang langusng hidup kadang harus di buka tutupbuka tutup dulu baru hidup kata abng saya,lainnya,main
Saye bru balek dri ketapang soal ny bg,saye bru balek dri ketapang soal ny bg,lainnya,main
Bang maaf mau tanya kemarin waktu install ulang semua file yang ada disini ada di backup nda ya?,bang maaf mau tanya kemarin waktu install ulang semua file yang ada disini ada di backup nda ya,lainnya,main
Iyaa bg,iyaa bg,lainnya,main
Windos nya mati.klw bisa hidupkan bng,windos nya matiklw bisa hidupkan bng,lainnya,main
Tunggu dulu hujannya redah ya mba,tunggu dulu hujannya redah ya mba,lainnya,main
"Duh, ternyata harga laptop baru gak beda jauh, gak jadi ya bu",duh ternyata harga laptop baru gak beda jauh gak jadi ya bu,lainnya,main
tetap yg kmrn bg,tetap yg kmrn bg,lainnya,main
Yg ini bg kan nota nya,yg ini bg kan nota nya,lainnya,main
Coba aja kk,coba aja kk,lainnya,main
Okok siap bg,okok siap bg,lainnya,main
Baik bg,baik bg,lainnya,main
"Ok kk, terimakasih ya",ok kk terimakasih ya,lainnya,main
Min laptop nya atas nama Suwardana udah jadi kah min,min laptop nya atas nama suwardana udah jadi kah min,lainnya,main
Baik bang terimakasih,baik bang terimakasih,lainnya,main
kira² jam 3an selesai nd bang,kira jam an selesai nd bang,lainnya,main
Berapa semuanya ongkosnya bang,berapa semuanya ongkosnya bang,lainnya,main
"Soalnya dia klo buka file, atau mau ngetik di word suka loading lama bisa terbuka filenya",soalnya dia klo buka file atau mau ngetik di word suka loading lama bisa terbuka filenya,lainnya,main
gimana bg? udh ada jawaban kh dri teknisi nya,gimana bg udh ada jawaban kh dri teknisi nya,lainnya,main
Maaf bg mau tanya,maaf bg mau tanya,lainnya,main
Habis berapa itu bg klo di total,habis berapa itu bg klo di total,lainnya,main
Jadi emg nd bise sme sekali lh ni ye bang?,jadi emg nd bise sme sekali lh ni ye bang,lainnya,main
assalamualaikum bang.. ini masih ad garansi servis gak? Soalnya laptop saya mati lagi tiba tiba gamau hidup..,assalamualaikum bang ini masih ad garansi servis gak soalnya laptop saya mati lagi tiba tiba gamau hidup,lainnya,main
misi bang,misi bang,lainnya,main
Siapa,siapa,lainnya,main
Baik ditunggu infonya,baik ditunggu infonya,lainnya,main
bise ke abng cek kan lcd nye sekalian,bise ke abng cek kan lcd nye sekalian,lainnya,main
gapapa,gapapa,lainnya,main
"Oalaa, berarti jangan biarkan cas bermalam gitu ya",oalaa berarti jangan biarkan cas bermalam gitu ya,lainnya,main
Ndk ade saye buka agik setelah die pegangnye,ndk ade saye buka agik setelah die pegangnye,lainnya,main
Gmn besok aja saya ke sana mas,gmn besok aja saya ke sana mas,lainnya,main
"Iya mas, dsini kondisi hujan",iya mas dsini kondisi hujan,lainnya,main
"ini saya yang kemarin malam datang yang masalah kursor delay, emng kalau habis di update untuk tingkat kecerahan layar hilang ya kak",ini saya yang kemarin malam datang yang masalah kursor delay emng kalau habis di update untuk tingkat kecerahan layar hilang ya kak,lainnya,main
Jam brpa tutup tokonya bang,jam brpa tutup tokonya bang,lainnya,main
Bearti masalah laptopnya di processor ya,bearti masalah laptopnya di processor ya,lainnya,main
Gimana kondisi nya,gimana kondisi nya,lainnya,main
700 itu udh sama lcd ke belom bang,itu udh sama lcd ke belom bang,lainnya,main
Yg kabel penyambung nye tdik tuu bang,yg kabel penyambung nye tdik tuu bang,lainnya,main
Pas Abang cek SSD nya dak Ade masalah ke bang kemarin,pas abang cek ssd nya dak ade masalah ke bang kemarin,lainnya,main
"Baik, terima kasih rinciannya. Kira-kira proses pengerjaannya memakan waktu berapa lama, ya?",baik terima kasih rinciannya kirakira proses pengerjaannya memakan waktu berapa lama ya,lainnya,external
sip,sip,lainnya,main
pengaturan app nya yang mana bang,pengaturan app nya yang mana bang,lainnya,main
bg kirim no rek,bg kirim no rek,lainnya,main
bole minta no rek ny?,bole minta no rek ny,lainnya,main
"Siang, trimakasih nnti sy ambil🙏🏻",siang trimakasih nnti sy ambil,lainnya,main
sore bentar yaa kak,sore bentar yaa kak,lainnya,main
Bg,bg,lainnya,main
Klau yg baru berapa kak,klau yg baru berapa kak,lainnya,main
bangg,bangg,lainnya,main
Di keluarin aja,di keluarin aja,lainnya,main
"Terimakasihhhh bang, senin yang saya ambilll",terimakasihhhh bang senin yang saya ambilll,lainnya,main
cm mau ambil file aj,cm mau ambil file aj,lainnya,main
Bisa diambil malam ini jam berapa ya paling malam?,bisa diambil malam ini jam berapa ya paling malam,lainnya,main
Iya baik bang,iya baik bang,lainnya,main
Ok makasih infonya,ok makasih infonya,lainnya,main
Betulkan bg atas nama Uray raysa anjiza,betulkan bg atas nama uray raysa anjiza,lainnya,main
"Pagi bang, ini kenapa laptopnya aneh ya? Setiap saya mau ngetik, malah nda bisa",pagi bang ini kenapa laptopnya aneh ya setiap saya mau ngetik malah nda bisa,lainnya,main
Lama sekali ke bang die?,lama sekali ke bang die,lainnya,main
Masalah lain gak ada bang?,masalah lain gak ada bang,lainnya,main
Saya bawa,saya bawa,lainnya,main
"di Sini bisa Jual Laptop Seken,,",di sini bisa jual laptop seken,lainnya,main
Info aja bg kalau ada laptop yg harga 2 juta ya,info aja bg kalau ada laptop yg harga juta ya,lainnya,main
"Sore bang, anugerah komputer kalau malam tutup jam brpa ya?",sore bang anugerah komputer kalau malam tutup jam brpa ya,lainnya,main
"Alah pening kmek ni bg mnde tu orng bajak wa, ngerase menang lh die kalau tau leptop saye ndk bise dipulihkan",alah pening kmek ni bg mnde tu orng bajak wa ngerase menang lh die kalau tau leptop saye ndk bise dipulihkan,lainnya,main
Besok saya coba kesana ya kak,besok saya coba kesana ya kak,lainnya,main
bg hubungi ini ya,bg hubungi ini ya,lainnya,main
ok bg nnt bpk saya yg ambil,ok bg nnt bpk saya yg ambil,lainnya,main
bkn ini laptop yg lain,bkn ini laptop yg lain,lainnya,main
Iya bang,iya bang,lainnya,main
"sbnarnya cma takut hilang file nya, tp klo bsa sklian mau perbaiki juga",sbnarnya cma takut hilang file nya tp klo bsa sklian mau perbaiki juga,lainnya,main
"Bang 
Tutup jam brp toko ny?",bang tutup jam brp toko ny,lainnya,main
"baik, siang ini saya ambil..",baik siang ini saya ambil,lainnya,main
"Permisi bang,ni laptop sinyal nya lemot,trs wifi nya sering tersambung ulang,sering disconnect, padahall wifi saya pake di hp lancar""aja ntar sore bisa kah bang saya bawa laptop nya di sana,buat di seting""biar gak lemot Singal nya",permisi bangni laptop sinyal nya lemottrs wifi nya sering tersambung ulangsering disconnect padahall wifi saya pake di hp lancaraja ntar sore bisa kah bang saya bawa laptop nya di sanabuat di setingbiar gak lemot singal nya,lainnya,main
Permisi,permisi,lainnya,main
nanti malm saya ambil ya bg,nanti malm saya ambil ya bg,lainnya,main
Kk,kk,lainnya,main
Kalau dipakai sambil dicas gimana bang?,kalau dipakai sambil dicas gimana bang,lainnya,main
Bayarnya bisa qris ga?,bayarnya bisa qris ga,lainnya,main
tekan ape ya,tekan ape ya,lainnya,main
waalaikumsalam,waalaikumsalam,lainnya,main
besok udah bisa ambilkan bang,besok udah bisa ambilkan bang,lainnya,main
Bntar yee bang saye kesitu,bntar yee bang saye kesitu,lainnya,main
Ok bg,ok bg,lainnya,main
yg hitam tu bagian kanan nd bs kah bang,yg hitam tu bagian kanan nd bs kah bang,lainnya,main
msih,msih,lainnya,main
bg mau tanya leptop nya udh betul belum,bg mau tanya leptop nya udh betul belum,lainnya,main
"Baik, Tapi malam ini sudah selesaikan pak seperti kesepakatan kita tadi malam ?",baik tapi malam ini sudah selesaikan pak seperti kesepakatan kita tadi malam,lainnya,main
Baik bang,baik bang,lainnya,main
iya kak,iya kak,lainnya,main
terus gimana ya kak?,terus gimana ya kak,lainnya,main
saya mau jual ssd,saya mau jual ssd,lainnya,main
Mungkin besok baru saya bisa ambil🙏🙏,mungkin besok baru saya bisa ambil,lainnya,main
Gimana Progress labtob sekarang bang??,gimana progress labtob sekarang bang,lainnya,main
Sya pikir2 dlu bu,sya pikir dlu bu,lainnya,main
"Sbntr ya, sdh di ayani",sbntr ya sdh di ayani,lainnya,main
500 nda bisa ya,nda bisa ya,lainnya,main
Jam brpa mas kira kira?,jam brpa mas kira kira,lainnya,main
malam masih buka gak,malam masih buka gak,lainnya,main
"Coba di instalkan windows 11 dulu bang, soalnya kata pemilik sebelumnya, sebelum dia reset ke windows 10 tu ga ada masalah",coba di instalkan windows dulu bang soalnya kata pemilik sebelumnya sebelum dia reset ke windows tu ga ada masalah,lainnya,main
"Waalaikumsalam, baik Bang, terimakasih Bang",waalaikumsalam baik bang terimakasih bang,lainnya,main
Sistemnya langsung tunai atau bisa nyicil kak,sistemnya langsung tunai atau bisa nyicil kak,lainnya,main
kira” brp ya bg btlkn ny,kira brp ya bg btlkn ny,lainnya,main
Ade data pdf ga dstu?,ade data pdf ga dstu,lainnya,main
Ok tq,ok tq,lainnya,main
Pagi bang,pagi bang,lainnya,main
Yang positif service yang kecil dulu bg🙏🏻,yang positif service yang kecil dulu bg,lainnya,main
Klo di drive kn bisa ndk bg,klo di drive kn bisa ndk bg,lainnya,main
Itu aja kah bg perbaikannya?,itu aja kah bg perbaikannya,lainnya,main
"saya ambil aja dl bang hr ini, nnt kl udh deal sm papa saya br saya kesana lagi",saya ambil aja dl bang hr ini nnt kl udh deal sm papa saya br saya kesana lagi,lainnya,main
Semoga baik baik saja 🤲😅,semoga baik baik saja,lainnya,main
Terus itu gimna ya bang,terus itu gimna ya bang,lainnya,main
Ok jm 9 ya,ok jm ya,lainnya,main
Iye bang,iye bang,lainnya,main
Ok bng,ok bng,lainnya,main
Ok,ok,lainnya,main
"Siap, malam ya bang.",siap malam ya bang,lainnya,main
min adakah ready laptop yang budgetnye 4-5 jutaan,min adakah ready laptop yang budgetnye jutaan,lainnya,main
Kira–kira kapan bisa diambil bu?,kirakira kapan bisa diambil bu,lainnya,main
Waalaikumsalam,waalaikumsalam,lainnya,main
"selamat malam juga bang, tadi saya udah kasih tau orang tua untuk biayanya. Kata bapak mama saya servicenya ditunda dulu jadi besok siang saya ambil laptopnya di toko",selamat malam juga bang tadi saya udah kasih tau orang tua untuk biayanya kata bapak mama saya servicenya ditunda dulu jadi besok siang saya ambil laptopnya di toko,lainnya,main
tanyak orng nya dlu ya,tanyak orng nya dlu ya,lainnya,main
Yg laptop part gosong. Part nya bagian apa .?,yg laptop part gosong part nya bagian apa,lainnya,main
ok,ok,lainnya,main
saya mau jual laptop,saya mau jual laptop,lainnya,main
sudah buka kah hari ini?,sudah buka kah hari ini,lainnya,main
baik kk,baik kk,lainnya,main
Iya bg kosong local d aja yg di ambil,iya bg kosong local d aja yg di ambil,lainnya,main
Owh Iya Bg,owh iya bg,lainnya,main
Nggak bisa ya berarti,nggak bisa ya berarti,lainnya,main
Siang buka kah,siang buka kah,lainnya,main
Ok,ok,lainnya,main
Nanti infokan saja,nanti infokan saja,lainnya,main
"Waalaikumsalam, tutup jam berapa bang",waalaikumsalam tutup jam berapa bang,lainnya,main
klo gnti brp bg,klo gnti brp bg,lainnya,main
Ok bg,ok bg,lainnya,main
Iye bng,iye bng,lainnya,main
Sore pak. Pasw 123456,sore pak pasw,lainnya,main
Makasi bang,makasi bang,lainnya,main
"Yaudah gpp pak, gak jadi diperbaiki",yaudah gpp pak gak jadi diperbaiki,lainnya,main
Bang untuk pengecas nye tu Ade endk sekalian jual penyambung nye tu,bang untuk pengecas nye tu ade endk sekalian jual penyambung nye tu,lainnya,main
Ini laptop black lagi ya. Bisa di setting lagi. Balik lagi ke awal ne,ini laptop black lagi ya bisa di setting lagi balik lagi ke awal ne,lainnya,main
"Bisa servis kh, pecah suaranya.",bisa servis kh pecah suaranya,lainnya,main
mana loksasi min,mana loksasi min,lainnya,external
bg bise nda ye saye minta instal windows yg lama .. karne saye tak ngerti pake windows yg skrg malah jadi kek gaptek 🥲,bg bise nda ye saye minta instal windows yg lama karne saye tak ngerti pake windows yg skrg malah jadi kek gaptek,lainnya,main
Iye bg😭,iye bg,lainnya,main
besok jak kak,besok jak kak,lainnya,main
Bng laptop ny udh saye antar ye pkai tas batik,bng laptop ny udh saye antar ye pkai tas batik,lainnya,main
Ohh iya baik bang,ohh iya baik bang,lainnya,main
Assalamualaikum warahmatullahi wabarokatuh,assalamualaikum warahmatullahi wabarokatuh,lainnya,main
Yang penting word ny nda bermasalah lg,yang penting word ny nda bermasalah lg,lainnya,main
bang jam berapa tutup ?,bang jam berapa tutup,lainnya,main
besok yaa bang,besok yaa bang,lainnya,main
buka sampai jam brp min,buka sampai jam brp min,lainnya,external
bg ad biaya tambahan gk,bg ad biaya tambahan gk,lainnya,main
Ok,ok,lainnya,main
malam tutup jam berapa ya bang ?,malam tutup jam berapa ya bang,lainnya,main
Duetnya tak cukup bang .,duetnya tak cukup bang,lainnya,main
besok saya ambil ya bang,besok saya ambil ya bang,lainnya,main
frame masih kosong skrang ya bang,frame masih kosong skrang ya bang,lainnya,main
untuk keyboard ny ada yg lain ndak kak,untuk keyboard ny ada yg lain ndak kak,lainnya,main
"Saya ambil ajaa besok bang, maaf ya bangg budget nya belum adaa",saya ambil ajaa besok bang maaf ya bangg budget nya belum adaa,lainnya,main
Ok tq.,ok tq,lainnya,main
"Siang bang, jumatan kah hr ini? Jm brp buka lagi?",siang bang jumatan kah hr ini jm brp buka lagi,lainnya,main
berapa ya kak biaya betulin kaya gitu,berapa ya kak biaya betulin kaya gitu,lainnya,main
Mati lg laptopnya ni bang,mati lg laptopnya ni bang,lainnya,main
kmrn 450 ya bg keyboard ny?,kmrn ya bg keyboard ny,lainnya,main
udah ke bang laptop nya?,udah ke bang laptop nya,lainnya,main
Kalau udh tf nanti saye kirimkan bukti nye bang,kalau udh tf nanti saye kirimkan bukti nye bang,lainnya,main
kira kira jam brapa bisa ambil bang?,kira kira jam brapa bisa ambil bang,lainnya,main
"Mahal gak ye, nd bise kurng ke min",mahal gak ye nd bise kurng ke min,lainnya,external
Iya kah kak gimana persyaratannya,iya kah kak gimana persyaratannya,lainnya,main
Td saye taruh dstu si bg,td saye taruh dstu si bg,lainnya,main
"Masih lelet ngak bg, pas di instal ulang",masih lelet ngak bg pas di instal ulang,lainnya,main
Sepertinya semua bang,sepertinya semua bang,lainnya,main
Sya pikir2 dlu bang,sya pikir dlu bang,lainnya,main
Ok,ok,lainnya,main
Coba sore di cek lagi ya.,coba sore di cek lagi ya,lainnya,main
Acer aspire warna merah,acer aspire warna merah,lainnya,main
keyboard nya,keyboard nya,lainnya,main
permisi kakk,permisi kakk,lainnya,main
Aku ambil aja bang,aku ambil aja bang,lainnya,main
Jadi itu skrg bisa hidup ka bang masih?,jadi itu skrg bisa hidup ka bang masih,lainnya,main
Perkiraan kapan min,perkiraan kapan min,lainnya,main
Soalnya Kalu sore ini masih ad kegiatan,soalnya kalu sore ini masih ad kegiatan,lainnya,main
Iye bang,iye bang,lainnya,main
Besok siang ya bang saya ambil nda pape ke?,besok siang ya bang saya ambil nda pape ke,lainnya,main
Cmn die blg ndk bse,cmn die blg ndk bse,lainnya,main
bg ini kan harganya 600k kan itu apa saja bg komponen di laptopnya yg di perbaiki yg di lcdnya?,bg ini kan harganya k kan itu apa saja bg komponen di laptopnya yg di perbaiki yg di lcdnya,lainnya,main
Bg,bg,lainnya,main
gmn kak?,gmn kak,lainnya,main
"Bg infokan secepatnya ya kpn bisa di ambil, soalnya lgi butuh 🙏",bg infokan secepatnya ya kpn bisa di ambil soalnya lgi butuh,lainnya,main
keyboard ny masih nd bise ke bang,keyboard ny masih nd bise ke bang,lainnya,main
"Untuk LCD nya, ngaruh ngak Bang, klo mau pake laptopnya?",untuk lcd nya ngaruh ngak bang klo mau pake laptopnya,lainnya,main
Bg berapa kemarin harganya ya,bg berapa kemarin harganya ya,lainnya,main
"sip, tolong sekali ye bg 🙏🏻🙏🏻🙏🏻",sip tolong sekali ye bg,lainnya,main
Iyaaa bang nantik saya ambil ya,iyaaa bang nantik saya ambil ya,lainnya,main
Jam 5 saya otw kesana bg,jam saya otw kesana bg,lainnya,main
Iye bang,iye bang,lainnya,main
Yg tak mau ngisik tu.pakai pengecas siapa,yg tak mau ngisik tupakai pengecas siapa,lainnya,main
stlh ini saya ambil ya kk,stlh ini saya ambil ya kk,lainnya,main
Bisa kurang gak bu?,bisa kurang gak bu,lainnya,main
bisa tf kah?,bisa tf kah,lainnya,main
Nanti saya ambil labtob nya,nanti saya ambil labtob nya,lainnya,main
Ye,ye,lainnya,main
Yg ini,yg ini,lainnya,main
"800, bisa nd bang",bisa nd bang,lainnya,external
Usahakan lah minggu sudah selesai bisa gak min,usahakan lah minggu sudah selesai bisa gak min,lainnya,main
Kehapus kayanya,kehapus kayanya,lainnya,main
Besok buka bg ??,besok buka bg,lainnya,main
Bentar lagi otw bang,bentar lagi otw bang,lainnya,main
Selamat Pagi 🙏😊,selamat pagi,lainnya,main
"Terima kasih telah menghubungi kami dengan Ade Saputra Perumahan, membantu masyarakat untuk memiliki perumahan yang di inginkan ya.",terima kasih telah menghubungi kami dengan ade saputra perumahan membantu masyarakat untuk memiliki perumahan yang di inginkan ya,lainnya,main
Okke sore ya,okke sore ya,lainnya,main
Kemungkinan besok atau Senin lah Bg langsung kuliah,kemungkinan besok atau senin lah bg langsung kuliah,lainnya,main
baik pak nanti agak sore saya ambil kesitu,baik pak nanti agak sore saya ambil kesitu,lainnya,main
Soalnya masih lemot skrg,soalnya masih lemot skrg,lainnya,main
iya kak laptop nya yg lenovo thiknpad ya kak atas nama Emil,iya kak laptop nya yg lenovo thiknpad ya kak atas nama emil,lainnya,main
Bise ambil mlm ni kn bg?,bise ambil mlm ni kn bg,lainnya,main
"Alhamdulillah, cepat sekali bg, saya mungkin belum ambilnya bg, nanti pas mau ambil saya kabarin",alhamdulillah cepat sekali bg saya mungkin belum ambilnya bg nanti pas mau ambil saya kabarin,lainnya,main
jadi gmn bg udh di periksa kah laptopnya?,jadi gmn bg udh di periksa kah laptopnya,lainnya,main
Ok,ok,lainnya,main
Garansi endk Bg,garansi endk bg,lainnya,main
habis margrib bise kah kamek ambek e ?,habis margrib bise kah kamek ambek e,lainnya,main
Bise tolong nd bang,bise tolong nd bang,lainnya,main
bang malam bisa kan ambilnya,bang malam bisa kan ambilnya,lainnya,main
ok sya kasi tau orng nya dlu ya,ok sya kasi tau orng nya dlu ya,lainnya,main
sihap,sihap,lainnya,main
ad bang makasih ya,ad bang makasih ya,lainnya,main
Jdi yg disini hilang semua? Benar2 nd ada yg di backup?,jdi yg disini hilang semua benar nd ada yg di backup,lainnya,main
setelah ini ya kk🥲,setelah ini ya kk,lainnya,main
bang bise download apk wa ke bg disinik,bang bise download apk wa ke bg disinik,lainnya,main
Saya belum ambil bg,saya belum ambil bg,lainnya,main
"Mlm kk, mau nnya kk. Laptop yg td kmi antar (dell) atas nama Nauli udh selesai di cek kn kah kk?",mlm kk mau nnya kk laptop yg td kmi antar dell atas nama nauli udh selesai di cek kn kah kk,lainnya,main
brp kira2 biayanya,brp kira biayanya,lainnya,main
"Oh Iya Bang,,",oh iya bang,lainnya,main
Baik bang,baik bang,lainnya,main
Dan masih bisa di pakai sebagai external harddisk kan,dan masih bisa di pakai sebagai external harddisk kan,lainnya,main
jdi total nya brp bg,jdi total nya brp bg,lainnya,main
"oh iyalah bang, terima kasih yaa",oh iyalah bang terima kasih yaa,lainnya,main
Kalu malm bisa diambil ndk bang,kalu malm bisa diambil ndk bang,lainnya,main
laptop maksud saye,laptop maksud saye,lainnya,main
Ok,ok,lainnya,main
Bisa kurang lagi gak kak keyboard sama layarnya,bisa kurang lagi gak kak keyboard sama layarnya,lainnya,main
malam kak,malam kak,lainnya,main
Bang perbaikannya ada garansi engak kata abng saya,bang perbaikannya ada garansi engak kata abng saya,lainnya,main
Knp bang,knp bang,lainnya,main
File hilang nda kak instal nye,file hilang nda kak instal nye,lainnya,main
Ohh oky lah bang,ohh oky lah bang,lainnya,main
Assalamualaikum Toko buka ke bos?,assalamualaikum toko buka ke bos,lainnya,main
Jdi gmne bng,jdi gmne bng,lainnya,main
Terima kasih banyak bg,terima kasih banyak bg,lainnya,main
Besok saya ngambil nya bg,besok saya ngambil nya bg,lainnya,main
Yg ngantarkan tu kawan saye bodo bengak2 ubi,yg ngantarkan tu kawan saye bodo bengak ubi,lainnya,main
Iye bg,iye bg,lainnya,main
bang laptop tadi gaada sandi kan,bang laptop tadi gaada sandi kan,lainnya,main
Saya otw skng bg,saya otw skng bg,lainnya,main
Ndk bsa kek biasanye gtu ke,ndk bsa kek biasanye gtu ke,lainnya,main
Udh bisa diambil bg laptop nya?,udh bisa diambil bg laptop nya,lainnya,main
Brp ye bang DP ny?,brp ye bang dp ny,lainnya,main
Ok bg,ok bg,lainnya,main
Siang. Sore ya bang saya ngambil leptopnya,siang sore ya bang saya ngambil leptopnya,lainnya,main
Bisa kurang gak kak?,bisa kurang gak kak,lainnya,main
itu karna laptopnya panas jg bisa kah bg?,itu karna laptopnya panas jg bisa kah bg,lainnya,main
Data nya ilang ga klo instal ulang?,data nya ilang ga klo instal ulang,lainnya,main
Selamat pagi.. Laptop saya udh di perbaiki kah,selamat pagi laptop saya udh di perbaiki kah,lainnya,main
"Duh, ternyata harga laptop baru gak beda jauh, gak jadi ya bg",duh ternyata harga laptop baru gak beda jauh gak jadi ya bg,lainnya,main
"bang kemarin pas adik saya buka laptop touchpadny gabisa pake,kenapa ya?",bang kemarin pas adik saya buka laptop touchpadny gabisa pakekenapa ya,lainnya,main
kalak la bang insyaallah saye ngambek nye,kalak la bang insyaallah saye ngambek nye,lainnya,main
ini sistemnya tf nanti ya bang? apa tf dulu?,ini sistemnya tf nanti ya bang apa tf dulu,lainnya,main
Malam bg,malam bg,lainnya,main
Kalau di install semua ga hilang kan ? Gada yg hilang gtu,kalau di install semua ga hilang kan gada yg hilang gtu,lainnya,main
nd bise kurang ke bang,nd bise kurang ke bang,lainnya,main
Bang ko labtob nya ga hidup??,bang ko labtob nya ga hidup,lainnya,main
Kalau pake windows 11 masih nda die ye bang,kalau pake windows masih nda die ye bang,lainnya,main
jujur saya bru pertama kli kenak gini bg😭,jujur saya bru pertama kli kenak gini bg,lainnya,main
kena brp bg biaya ny,kena brp bg biaya ny,lainnya,main
"besok saya ambil leptop nya ,hujan kak",besok saya ambil leptop nya hujan kak,lainnya,main
Alaaa bangg,alaaa bangg,lainnya,main
"Oalah ,hri ini sy kesana bg",oalah hri ini sy kesana bg,lainnya,main
gmn maksud ny tu bg?,gmn maksud ny tu bg,lainnya,main
nanti saya ambil,nanti saya ambil,lainnya,main
Sekali no rek ya bang,sekali no rek ya bang,lainnya,main
Jadi harus gmn bang?,jadi harus gmn bang,lainnya,main
"Sore kak, baik terimakasih kak saya konfirmasi dulu ya kak sama orang tua kalau laptopnya sudah selesai",sore kak baik terimakasih kak saya konfirmasi dulu ya kak sama orang tua kalau laptopnya sudah selesai,lainnya,main
tutup JM brp bg,tutup jm brp bg,lainnya,main
"Gak jadi kak, uangnya mau dipake keperluan lain dlu",gak jadi kak uangnya mau dipake keperluan lain dlu,lainnya,main
terimakasih bang🙏🏻,terimakasih bang,lainnya,main
Baik senin berarti sy ambil bg,baik senin berarti sy ambil bg,lainnya,main
Ok terimakasih Bg,ok terimakasih bg,lainnya,main
sya siap siap,sya siap siap,lainnya,main
"Iya kak jadi, penting bisa dipake lagi",iya kak jadi penting bisa dipake lagi,lainnya,main
"Makasih,,",makasih,lainnya,main
"Yaudh bg saya jg ngejar mo pulkam jdi laptop ny saya bawa dlu ya bg untuk biaya cek ny brp kira"" bg",yaudh bg saya jg ngejar mo pulkam jdi laptop ny saya bawa dlu ya bg untuk biaya cek ny brp kira bg,lainnya,main
InsyaAllah besok sy ambil bg,insyaallah besok sy ambil bg,lainnya,main
"lcdnya ga bisa kah kak, untuk tokohnya yg pesankan untuk saya tapi untuk biayanya berapa ya ?",lcdnya ga bisa kah kak untuk tokohnya yg pesankan untuk saya tapi untuk biayanya berapa ya,lainnya,main
"Kalo emng udh nggak bisa dibetulkan biar saya ambil aja, udah lama juga",kalo emng udh nggak bisa dibetulkan biar saya ambil aja udah lama juga,lainnya,main
Masih kosong bg,masih kosong bg,lainnya,main
Baik bang,baik bang,lainnya,main
"Yaudah gpp bu, gak jadi diperbaiki",yaudah gpp bu gak jadi diperbaiki,lainnya,main
Ohhh iyaa lahh bang,ohhh iyaa lahh bang,lainnya,main
Sore bang,sore bang,lainnya,main
Skripsi sih bg,skripsi sih bg,lainnya,main
Terima kasih bang 🙏🏻,terima kasih bang,lainnya,main
siang kak jadi gmn kak laptopnya?,siang kak jadi gmn kak laptopnya,lainnya,main
Ok.. besok saya ambil laptop nya. TRIms 🙏,ok besok saya ambil laptop nya trims,lainnya,main
toko tutup jam brapa yaa,toko tutup jam brapa yaa,lainnya,main
Pagi bg,pagi bg,lainnya,main
Ok,ok,lainnya,main
kalau pakai mouse bisa,kalau pakai mouse bisa,lainnya,main
Klw pengecas berapa bng,klw pengecas berapa bng,lainnya,main
Iya bang,iya bang,lainnya,main
mau coba nanya dulu,mau coba nanya dulu,lainnya,main
kok data” di laptop nya kosong ya bang ?,kok data di laptop nya kosong ya bang,lainnya,main
"Yaudah gpp bg, gak jadi diperbaiki",yaudah gpp bg gak jadi diperbaiki,lainnya,main
berarti udh gak timbul lagi kan,berarti udh gak timbul lagi kan,lainnya,main
Owh sipp bg,owh sipp bg,lainnya,main
Berapa totalnya kak,berapa totalnya kak,lainnya,main
"Siap, ditunggu infonya",siap ditunggu infonya,lainnya,main
Buka setiap hari k bang?,buka setiap hari k bang,lainnya,main
Bang udah di bayar abang saya ya,bang udah di bayar abang saya ya,lainnya,main
Owh iya bang,owh iya bang,lainnya,main
malam ya,malam ya,lainnya,main
Baik bang.. Tutup toko jam brp ya,baik bang tutup toko jam brp ya,lainnya,main
bang pembayaran nya bisa tf ga,bang pembayaran nya bisa tf ga,lainnya,main
apakah ada yg perlu diperbaiki bg?,apakah ada yg perlu diperbaiki bg,lainnya,main
baik,baik,lainnya,main
Tes kak,tes kak,lainnya,main
kak udaa buka belum?,kak udaa buka belum,lainnya,main
kira² laptopnya bisa diambil kapan ya?,kira laptopnya bisa diambil kapan ya,lainnya,main
Siang bg,siang bg,lainnya,main
Ok sipp,ok sipp,lainnya,main
"Waalaikumsalam, biarin jak bg,biayanya trllu besar,nnti klo turun,sy ambil",waalaikumsalam biarin jak bgbiayanya trllu besarnnti klo turunsy ambil,lainnya,main
Kak,kak,lainnya,main
Lama gak perbaikannya min,lama gak perbaikannya min,lainnya,main
Tapi saya usahain malam ini kalau bs,tapi saya usahain malam ini kalau bs,lainnya,main
gaada obeng bng hehe besok saya ksna ya😅,gaada obeng bng hehe besok saya ksna ya,lainnya,main
Wa saye dipake orng yg nd bertangong jwb bg,wa saye dipake orng yg nd bertangong jwb bg,lainnya,main
bise dibenarkan nd bg laptopnye,bise dibenarkan nd bg laptopnye,lainnya,main
Ok,ok,lainnya,main
Gitu ya bang jadi bang lep top nya ndk bisa di betul kan??,gitu ya bang jadi bang lep top nya ndk bisa di betul kan,lainnya,main
Toko buka jam berapa ya?,toko buka jam berapa ya,lainnya,main
Bang,bang,lainnya,main
nanti saya ambil ya,nanti saya ambil ya,lainnya,main
Ok pak makasih,ok pak makasih,lainnya,main
Tmbh itu,tmbh itu,lainnya,main
bg kok laptop nya udh ga idup sma skli,bg kok laptop nya udh ga idup sma skli,lainnya,main
